Symbol,Name,Sector,Market Cap Type,Full Time Employees,City,State,AVG CLOSING PRE 08,STD PRE 08,AVG VOLUME PRE 08,% Change Pre-During 08,AVG CLOSING DURING 08,STD DURING 08,AVG VOLUME DURING 08,% Change During-Post 08,AVG CLOSING POST 08,STD POST 08,AVG VOLUME POST 08,AVG CLOSING PRE COVID,STD PRE COVID,AVG VOLUME PRE COVID,% Change Pre-During COVID,AVG CLOSING DURING COVID,STD DURING COVID,AVG VOLUME DURING COVID
MGM,MGM Resorts International,Consumer Cyclical,Medium Cap Stock,63000,Las Vegas,NV,71.91358566,10.34380038,1994862.9482071714,-48.05101275,37.35837945,19.36381969,4036278.6561264824,-72.11171559,10.41861111,2.144090938,29797208.73015873,27.8677381,2.107378813,6036252.777777778,-34.09854851,18.3652439,7.442950634,25575785.36585366
UDR,"United Dominion Realty Trust, Inc.",Real Estate,Large Cap Stock,1330,Highlands Ranch,CO,16.04784861,2.023053769,1337562.549800797,-16.56547261,13.38944664,2.315039959,2474396.837944664,-18.12137176,10.96309524,2.1931792000000003,2717091.6666666665,44.62801587,2.495708514,1483180.9523809524,-9.820400781,40.24536585,6.005436672,2434597.56097561
SBAC,SBA Communications Corporation,Real Estate,Large Cap Stock,1475,Boca Raton,FL,31.38665339,2.864360724,1280763.346613546,-10.31383366,28.14948617,7.5114629420000005,2197413.0434782607,11.13400298,31.28365079,4.144705854,1601116.6666666667,218.5056349,27.20439771,645653.9682539683,29.00571475,281.8847561,19.90415331,935917.0731707317
PVH,PVH Corp.,Consumer Cyclical,Medium Cap Stock,21500,New York,NY,52.06788845,4.6551997510000005,861463.3466135458,-35.70851749,33.47521739,8.073192193999999,1150955.3359683794,31.98321059,44.18166667,9.066041867000001,952624.2063492064,99.40892857,15.33906624,1213324.2063492064,-45.3299095,54.34695122,19.00931381,1799287.8048780488
CMS,CMS Energy Corporation,Utilities,Large Cap Stock,8128,Jackson,MI,11.06972112,0.539131451,2258978.087649402,-20.19036916,8.834703557000001,1.402051364,3432652.1739130435,14.75308902,10.13809524,0.931325333,3295357.5396825396,56.6277381,4.513344715,1996957.142857143,6.052913066,60.05536585,5.201879811,2608120.7317073173
CINF,Cincinnati Financial Corporation,Financial Services,Large Cap Stock,5148,Fairfield,OH,25.85410359,1.147543591,686375.2988047809,-24.7206299,19.46280632,3.188975993,1358535.9683794465,-8.107592646,17.88484127,1.4166706569999998,1133693.253968254,97.73853175,12.41515084,664231.746031746,-16.4005219,81.70890244,19.75410275,1273617.0731707318
RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,Large Cap Stock,85300,Miami,FL,33.25003984,1.593510715,1592695.219123506,-35.61706428,21.40735178,7.313729133,3325766.798418972,-2.404652471,20.89257937,4.834195848,3895369.0476190476,112.7894048,7.413047131,1586013.888888889,-51.15308352,55.09414634,30.22829126,18827684.14634146
ANSS,"ANSYS, Inc.",Technology,Large Cap Stock,4200,Canonsburg,PA,28.86940239,5.443586322000001,702357.3705179283,30.87765492,37.78359684,6.678992126,1004079.0513833992,7.439753152000001,40.59460317,4.2989330930000005,477627.38095238095,202.13789680000002,27.142366600000003,451790.873015873,25.95917119,254.61121949999998,24.28125545,714525.6097560975
AKAM,"Akamai Technologies, Inc.",Technology,Large Cap Stock,7742,Cambridge,MA,44.49462151,8.860887684,5360996.41434263,-41.26847099,26.13237154,9.012053123,5439164.031620554,3.5600552739999998,27.06269841,7.969247058,4950829.761904762,79.99845238,8.521276791,1350817.4603174604,19.95613156,95.96304878,5.928732234,2248479.2682926827
VHI,"Valhi, Inc.",Basic Materials,Small Cap Stock,2775,Dallas,TX,199353828.6,59021214.9,0.0,18.55051976,236335000.0,74583285.4,0.0,-24.6026518,178190322.9,62930074.3,0.0,84467642.52,21134560.74,3370.6349206349205,-53.78761704,39034510.44,10417845.65,0.0
Y,Alleghany Corporation,Financial Services,Medium Cap Stock,10786,New York,NY,341.9080478,21.570541199999997,18548.20717131474,-14.12916706,293.5992885,38.69379335,22118.18181818182,-12.99191482,255.455119,15.86331905,18025.0,687.2862698,64.01894363,71194.84126984127,-13.53851329,594.2379268,116.13981170000001,75651.21951219512
ALB,Albemarle Corporation,Basic Materials,Medium Cap Stock,6000,Charlotte,NC,33.15677291,2.515358651,897967.7290836653,-14.74875633,28.26656126,6.444184135,951503.9525691699,9.687768622,31.00496032,4.436384919,724166.2698412698,70.87603175,7.14819957,1477123.8095238095,-2.921359859,68.80548780000001,12.03382959,1884776.8292682928
HBAN,Huntington Bancshares Incorporated,Financial Services,Large Cap Stock,15386,Columbus,OH,13.89577689,1.7556160440000002,2913986.852589641,-52.50355521,6.6,1.497051335,9334155.731225297,-44.83585859,3.6408333330000002,0.712397123,24578148.412698414,13.25353175,0.831609961,10129510.714285715,-26.94078066,9.682926829,2.338065829,13426757.31707317
RYN,Rayonier Inc. REIT,Real Estate,Medium Cap Stock,353,Yulee,FL,10.07486056,0.6523455220000001,1014112.749003984,2.7074111760000004,10.34762846,1.33021507,1937817.786561265,23.49505566,12.77880952,1.2627940359999998,1705186.507936508,28.68186508,1.556511606,532992.0634920635,-14.48748086,24.52658537,2.7817501460000003,898400.0
AMG,"Affiliated Managers Group, Inc.",Financial Services,Medium Cap Stock,4000,West Palm Beach,FL,113.9688048,8.883711351,414449.80079681275,-31.03310056,78.60075099,24.17621701,953296.8379446641,-14.52523204,67.18380952,6.6836848820000005,572308.7301587302,91.2302381,11.76276992,582503.1746031746,-26.26575548,67.26792683,10.42559371,671557.3170731707
EFX,"Equifax, Inc.",Industrials,Large Cap Stock,11200,Atlanta,GA,34.25589641,2.1407976769999997,1073376.4940239044,-17.17833332,28.37130435,4.162594329,982614.2292490118,-6.9104685429999995,26.41071429,2.558552311,1185961.111111111,126.7622619,14.45389563,857735.3174603175,9.880744457999999,139.2873171,15.72762813,1098489.024390244
ILMN,"Illumina, Inc.",Healthcare,Large Cap Stock,7700,San Diego,CA,20.94215139,4.464736068000001,2647150.597609562,70.90708533,35.79162055,7.156476597,2391101.976284585,3.587361133,37.07559524,4.60291481,2115277.380952381,309.8039286,21.02764714,998216.2698412698,-5.478060179,292.8326829,35.52273725,1394841.463414634
HLF,Herbalife LTD.,Consumer Defensive,Medium Cap Stock,9500,Los Angeles,CA,8.559641434,0.666328051,4182567.330677291,-4.336430902,8.188458498,2.121774208,4659437.154150197,12.38185151,9.20234127,1.37104915,2662977.777777778,46.65472222,7.5219925839999995,1530673.0158730159,-25.48632875,34.76414634,5.501067001,1843309.756097561
PII,Polaris Industries Inc.,Consumer Cyclical,Medium Cap Stock,14000,Medina,MN,15.23621514,1.0776799240000001,1029798.406374502,-12.88334727,13.27328063,2.2689036380000003,1239514.624505929,34.48547812,17.85063492,3.432855721,741043.6507936508,87.45476190000001,6.945309772000001,677751.5873015873,-19.50890821,70.39329268,16.38416844,1148660.975609756
CPT,Camden Property Trust,Real Estate,Medium Cap Stock,1650,Houston,TX,37.29836653,3.809676118,594259.7609561753,-30.75208831,25.82833992,4.776369123,1042768.3794466403,0.7995146009999999,26.03484127,3.7854871180000003,982749.6031746032,101.5736111,7.007795436,490817.4603174603,-8.363346032,93.07865854,14.61287144,963835.3658536585
XEC,Cimarex Energy Co,Energy,Medium Cap Stock,987,Denver,CO,34.73119522,1.8283157730000001,814867.7290836653,31.11232476,45.53687747,12.600429199999999,1407581.0276679841,6.439982575,48.46944444,12.09701842,1169448.4126984128,55.91384921,11.31809364,1695103.1746031747,-54.82641056,25.25829268,9.04350675,3326400.0
ESS,"Essex Property Trust, Inc.",Real Estate,Large Cap Stock,1822,San Mateo,CA,79.36820717,6.450757628,271148.60557768925,-11.31772267,70.38553359999999,10.01122585,588003.5573122529,-12.63502819,61.49230159,10.21945373,519820.6349206349,290.54769839999994,22.39925915,310928.1746031746,-11.72722634,256.4745122,39.48233035,558910.9756097561
OGE,OGE Energy Corporation,Utilities,Medium Cap Stock,2425,Oklahoma City,OK,8.94752988,0.510199445,908424.7011952191,-8.011797147000001,8.230671937,0.757293598,1040094.8616600791,32.93433359,10.94138889,1.240141063,908680.1587301587,41.10007937,1.4420508840000001,1267084.9206349207,-17.10329936,34.07060976,6.24025133,1887624.3902439023
ULTA,"Ulta Salon, Cosmetics & Fragrance, Inc.",Consumer Cyclical,Large Cap Stock,18000,Bolingbrook,IL,28.93346154,3.41235982,658823.0769230769,-58.47607697,12.014308300000001,2.40554238,344998.41897233203,50.74089775,18.11047619,4.359507421,391709.126984127,299.5819048,46.7667676,1102999.603174603,-24.93257735,224.88841459999998,43.99343788,1271542.6829268292
TSN,"Tyson Foods, Inc.",Consumer Defensive,Large Cap Stock,141000,Springdale,AR,16.12864542,2.203654909,2934557.768924303,-27.7716985,11.64944664,3.1231003889999998,5528781.818181818,10.1717975,12.83440476,2.55835403,5007238.095238095,75.70980159,10.5019914,2680211.111111111,-16.58601707,63.15256098,9.144498152,3842029.2682926827
VMC,Vulcan Materials Company,Basic Materials,Large Cap Stock,9173,Birmingham,AL,85.86653386,11.44392882,1251647.8087649401,-32.98437761,57.54399209,6.794757511,1967423.7154150198,-22.30409506,44.7093254,3.576842063,1369564.2857142857,128.9385317,14.92796154,1022739.2857142857,-12.56270385,112.7403659,17.24948054,1577590.243902439
MTD,"Mettler-Toledo International, Inc.",Healthcare,Large Cap Stock,14850,Columbus,OH,94.70904382,9.586085535,239203.5856573705,-0.43569298799999995,94.29640316,12.275717,426300.790513834,6.051276962,100.0025397,11.71945224,211626.9841269841,715.7545238,65.37031103,168899.20634920636,-0.287946098,713.6935366,43.67243873,194629.26829268291
IRM,Iron Mountain Incorporated,Real Estate,Medium Cap Stock,25000,Boston,MA,13.53992032,1.313773799,649015.93625498,-5.232363643999999,12.83146245,2.067032954,1149216.205533597,-4.477725675,12.25690476,1.0601153540000001,1380142.4603174604,30.91392857,1.548528939,2418913.888888889,-13.633137300000001,26.69939024,3.6224564839999998,3662625.6097560977
WRB,W.R. Berkley Corporation,Financial Services,Large Cap Stock,7493,Greenwich,CT,16.4512749,0.983436408,1694034.6613545816,-16.40928005,13.75173913,1.351202925,2102506.719367589,-1.8314641930000002,13.49988095,0.8045535159999999,1705359.126984127,62.63472222,7.530464629,728792.8571428572,-5.3729494739999994,59.26939024,10.78841552,1176930.487804878
DOX,Amdocs Limited,Technology,Medium Cap Stock,25000,Chesterfield,MO,32.25928287,1.756728859,1541706.7729083665,-23.00932287,24.83664032,4.3131832999999995,1524914.229249012,-1.4894686330000002,24.46670635,2.309741682,1080273.4126984128,60.65531746,5.594870329,820128.1746031746,2.85728811,62.38841463,7.117583421,1058268.2926829269
DHI,"D.R. Horton, Inc.",Consumer Cyclical,Large Cap Stock,8916,Arlington,TX,16.82458167,4.371031471,6007976.494023904,-39.62438495,10.15794466,2.84903808,9905646.245059289,3.40369852,10.50369048,1.114773069,7914378.968253968,45.64484127,5.571968149,4773109.523809524,3.241170265,47.12426829,10.13428882,5302196.341463415
OII,"Oceaneering International, Inc.",Energy,Small Cap Stock,9100,Houston,TX,23.79195219,5.820497829,1537129.8804780876,3.527384272,24.63118577,7.85364647,2132108.300395257,-0.010291738,24.62865079,2.7477093260000003,1507494.4444444445,15.55575397,2.089007234,1263478.1746031747,-58.73380162,6.419268292999999,3.818951049,2234347.56097561
O,Realty Income Corporation,Real Estate,Large Cap Stock,195,San Diego,CA,14.10119522,0.746234927,741649.0039840637,-7.40644168,13.05679842,1.171284241,1564168.3794466404,27.46962806,16.64345238,2.283891361,1115150.7936507936,69.38444444,4.535170933,1840934.5238095238,-13.29556542,60.15939024,12.53735361,3724265.8536585364
TKR,Timken Company (The),Industrials,Medium Cap Stock,18000,North Canton,OH,16.24996016,1.540056492,813486.0557768925,-11.04994914,14.45434783,3.60357132,1147106.7193675889,-4.1390756930000006,13.85607143,2.298312746,1084763.888888889,45.19123016,4.701451382,652696.0317460317,-13.02246172,39.30621951,8.109618986000001,782081.7073170731
DCI,"Donaldson Company, Inc.",Industrials,Medium Cap Stock,14100,Minneapolis,MN,14.70940239,1.13202122,608008.764940239,12.20861972,16.50521739,2.247865401,1073071.9367588933,3.4410768330000003,17.0731746,1.707507515,804913.4920634921,50.17599206,3.265727286,428663.49206349207,-11.85975188,44.2252439,5.207859023999999,573001.2195121951
MAS,Masco Corporation,Industrials,Large Cap Stock,22000,Livonia,MI,17.56589641,1.639868865,4368865.737051792,-36.63813796,11.13007905,2.483403321,6856132.015810276,-9.885621288,10.02980159,1.310624513,5713708.333333333,39.56746032,4.241056008999999,3203783.73015873,3.670429612,41.0197561,4.952932035,4089408.536585366
ASH,Ashland Inc.,Basic Materials,Medium Cap Stock,4700,Covington,KY,21.40537849,1.556294624,1605747.0119521911,-35.20911024,13.86873518,5.078644831,2668241.1067193677,21.379844600000002,16.83384921,3.622817555,2678580.5555555555,75.335,2.2886248240000002,654562.6984126985,-18.219271,61.6095122,11.27565222,629773.1707317074
SBH,"Sally Beauty Holdings, Inc.",Consumer Cyclical,Small Cap Stock,30050,Denton,TX,8.88247012,0.5772939229999999,702978.486055777,-22.14714123,6.915256917000001,1.4359238890000001,1253201.976284585,15.034920800000002,7.954960317,0.914022892,931780.5555555555,16.14638889,2.28656723,1768504.761904762,-33.79097997,10.69036585,2.190931616,2447121.951219512
HP,"Helmerich & Payne, Inc.",Energy,Medium Cap Stock,6200,Tulsa,OK,20.78585657,2.262907944,1247005.1792828685,49.28325066,31.02980237,9.890725952999999,1870539.9209486167,-14.81243925,26.43353175,2.7664162360000004,1988660.7142857143,43.35944444,6.056848194,1472040.873015873,-46.00214317,23.41317073,10.45992893,3610268.2926829266
IPG,"Interpublic Group of Companies, Inc. (The)",Communication Services,Medium Cap Stock,54300,New York,NY,8.753585657,0.89961986,4921309.163346614,-33.94146873,5.782490118999999,1.473281796,6811607.90513834,-5.706026802999999,5.4525396829999995,0.831342155,7104644.841269841,20.93869048,0.89957774,3614948.015873016,-15.88567086,17.61243902,3.44852753,5800825.609756097
CTAS,Cintas Corporation,Industrials,Large Cap Stock,45000,Cincinnati,OH,31.23932271,2.005687498,1133444.6215139441,-26.07991344,23.09213439,2.736326647,1577021.3438735178,-0.665001148,22.93857143,1.651264258,1275994.8412698412,232.1546429,29.50946188,533251.1904761905,-0.29291195800000003,231.4746341,43.1626912,940953.6585365854
MHK,"Mohawk Industries, Inc.",Consumer Cyclical,Medium Cap Stock,41800,Calhoun,GA,87.05306773,7.718557621,718804.3824701195,-27.21108872,63.36498024,14.591088699999998,1040210.6719367589,-22.61817804,49.03297619,6.327677604,967121.8253968254,133.27916670000002,10.82093587,787159.9206349206,-28.27900359,95.58914634,23.23717048,964847.5609756098
AVT,"Avnet, Inc.",Technology,Medium Cap Stock,15500,Phoenix,AZ,32.84836653,4.783890062,1954833.8645418326,-28.78259284,23.39375494,5.729850594,1760452.9644268774,3.3929784310000004,24.1875,2.159779689,1290799.603174603,41.74686508,2.033281476,776102.380952381,-31.13401404,28.74939024,3.983383185,1047197.5609756098
AMD,"Advanced Micro Devices, Inc.",Technology,Large Cap Stock,11400,Santa Clara,CA,14.61203187,2.521273538,26094606.374501992,-63.39553477,5.348656126,1.677231921,23785247.826086957,33.16354892,7.122460317000001,2.095581649,27074041.666666668,29.94107143,5.966293707,66301423.41269841,67.68262862,50.20597561,5.121750487,76665665.85365854
EA,Electronic Arts Inc.,Communication Services,Large Cap Stock,9300,Redwood City,CA,52.28752988,3.239622489,3789227.091633466,-20.7067643,41.46047431,11.837815199999998,5619093.675889328,-55.91450445,18.27805556,1.698671085,7838727.380952381,95.83039683,5.067797545,4411471.031746032,13.08634958,108.3710976,8.61875632,3853910.975609756
DKS,Dick&#39;s Sporting Goods Inc,Consumer Cyclical,Medium Cap Stock,15300,Coraopolis,PA,24.31565737,2.3220103069999998,1834230.6772908366,-24.12020101,18.45067194,5.1489410939999996,2989129.249011858,10.9375866,20.46873016,2.590720795,1686786.507936508,36.48396825,3.9786531139999997,2283504.365079365,-16.69745747,30.39207317,8.045691852000001,2970840.2439024393
RMD,ResMed Inc.,Healthcare,Large Cap Stock,7240,San Diego,CA,19.79501992,1.679317331,1358449.4023904381,-11.05680024,17.60632411,1.949874926,1531359.6837944663,31.82672955,23.20984127,3.5857187919999998,1218946.8253968253,121.376627,18.08329856,702298.4126984127,31.00716103,159.01207319999997,11.76978122,800712.1951219512
LNT,Alliant Energy Corporation,Utilities,Large Cap Stock,3597,Madison,WI,12.05458167,0.8251880540000001,1167957.768924303,-12.08958147,10.5972332,0.9705416240000001,1461852.1739130435,-4.521349624,10.11809524,1.134001282,1548424.603174603,48.02527778,3.818148359,1346440.0793650793,5.922877392,50.8697561,5.044432691,1833710.975609756
LRCX,Lam Research Corporation,Technology,Large Cap Stock,11000,Fremont,CA,46.40697211,3.4946723439999996,3105876.892430279,-34.24654026,30.51418972,7.256443103,3391026.086956522,5.5600490879999995,32.21079365,3.3966746339999996,2585686.111111111,205.1904365,40.76926488,1945922.2222222222,30.95193822,268.7008537,35.08795278,2438987.8048780486
SWKS,"Skyworks Solutions, Inc.",Technology,Large Cap Stock,9000,Irvine,CA,6.882151394,0.8473361509999999,4409475.2988047805,6.298339414,7.315612647999999,1.54039604,5024325.6916996045,72.80447937,12.64170635,1.8381659469999998,5468427.777777778,82.20904762,12.07870989,2003236.111111111,21.87119209,100.1891463,13.80907397,2591650.0
PWR,"Quanta Services, Inc.",Industrials,Medium Cap Stock,39500,Houston,TX,26.07768924,3.95457399,1814149.8007968126,-4.779961371000001,24.83118577,5.742929415,3242180.2371541504,-16.60832049,20.70714286,1.72672472,2884665.476190476,37.31547619,3.007238043,1369792.0634920634,-7.520878967000001,34.50902439,3.947612064,1765848.780487805
IDXX,"IDEXX Laboratories, Inc.",Healthcare,Large Cap Stock,9000,Westbrook,ME,24.22087649,3.501265832,713168.1274900398,0.9701271890000001,24.455849800000003,4.421187508,1072342.2924901186,12.09071988,27.4127381,2.781344233,586908.7301587302,249.164246,29.23765312,451103.1746031746,5.783000102000001,263.5734146,27.77217638,696158.5365853659
WHR,Whirlpool Corporation,Consumer Cyclical,Medium Cap Stock,77000,Benton Harbor,MI,66.63330677,8.234891852,1176959.7609561754,-23.48186855,50.98656126,11.59532266,1871483.003952569,18.57201614,60.45579365,12.48787022,1625094.0476190476,135.1707937,11.02674475,802358.7301587302,-16.50509059,112.8607317,21.83797303,1112439.024390244
IFF,"Internationa Flavors & Fragrances, Inc.",Basic Materials,Large Cap Stock,13668,New York,NY,37.98103586,1.564194273,627001.9920318725,-19.16134199,30.70335968,3.9964376219999997,821136.7588932806,9.173461732,33.51992063,4.024248313999999,540322.2222222222,128.8602778,10.10835323,1051521.4285714286,-4.628692545,122.8957317,12.04900252,1319147.5609756098
FL,Footlocker Inc,Consumer Cyclical,Medium Cap Stock,15589,New York,NY,13.29322709,2.326589165,1821288.4462151395,-33.73129827,8.809249012,1.8131161869999999,2526589.723320158,6.098354597,9.346468254,1.5140736280000002,2929037.301587302,46.00900794,8.067784308,3148573.015873016,-40.07244579,27.57207317,6.695670194,3365056.0975609757
FDS,FactSet Research Systems Inc.,Financial Services,Large Cap Stock,9892,Norwalk,CT,53.26760956,3.923342129,356789.2430278885,-14.52740256,45.52920949,7.5558929070000005,729381.0276679841,28.08871148,58.31777778,6.324970357000001,383893.65079365077,256.25019840000004,25.00227871,341414.68253968254,6.885675716000001,273.8947561,21.33943913,358204.8780487805
HAS,"Hasbro, Inc.",Consumer Cyclical,Large Cap Stock,5600,Pawtucket,RI,20.35569721,1.274243545,1961834.262948207,10.69047622,22.53181818,3.79606969,2371631.225296443,8.0910593,24.35488095,4.340592473,2165922.222222222,98.37789683,11.805755699999999,1172507.5396825396,-25.09905376,73.68597561,13.90664739,1729182.9268292682
ARE,"Alexandria Real Estate Equities, Inc.",Real Estate,Large Cap Stock,439,Pasadena,CA,66.10677291,3.5226704,336455.37848605576,-6.252631981,61.97335968,13.48248029,595663.2411067194,-30.67348862,42.96396825,7.387045685,740707.5396825396,142.2411111,11.37271196,715398.4126984127,5.777710162999999,150.45939019999997,12.72961535,981657.3170731707
TCO,"Taubman Centers, Inc.",Real Estate,Medium Cap Stock,420,Bloomfield Hills,MI,32.74645418,2.242259346,468071.31474103587,-14.30384971,28.06245059,6.2264124679999995,922098.814229249,-14.264635,24.05944444,3.7869408239999998,986711.1111111111,40.87702381,6.01257655,516023.4126984127,8.358623892,44.29378049,5.720017189,3114434.1463414636
HOLX,"Hologic, Inc.",Healthcare,Large Cap Stock,6478,Marlborough,MA,28.18760956,2.712088469,3445212.749003984,-20.49698308,22.41,6.669220225,6234796.837944664,-29.60501618,15.77551587,1.4619612880000001,3769446.8253968256,47.61630952,2.720909787,1868942.4603174604,-3.9998946280000003,45.71170732,7.704537032,2929342.6829268294
AGCO,AGCO Corporation,Industrials,Medium Cap Stock,20961,Duluth,GA,39.51561753,7.8965519,1630824.3027888446,19.02223597,47.03237154,13.93186845,2127743.8735177866,-37.60444105,29.34611111,3.076475184,1373834.9206349207,70.9368254,5.5341857029999995,568485.3174603175,-24.01999303,53.89780488,8.765528165,681970.731707317
LSI,LSI Logic Corporation,Real Estate,Medium Cap Stock,1943,Williamsville,NY,28.43804781,3.001205187,143217.13147410357,-20.2200314,22.68786561,3.0333323180000002,201313.43873517786,-5.487202393,21.44293651,2.810766599,204360.31746031746,96.93888889,5.986999757,375686.1111111111,0.143554247,97.07804878,12.69549754,442812.1951219512
KBR,"KBR, Inc.",Industrials,Medium Cap Stock,37000,Houston,TX,24.49438247,5.77508046,2285368.525896414,-10.35227709,21.95865613,7.026319608,2910669.960474308,-16.86577437,18.25515873,1.620816888,1677356.746031746,23.27146825,4.083645526000001,1281714.6825396826,-5.124583468,22.07890244,4.623904877,1923165.8536585367
JBL,"Jabil Circuit, Inc.",Technology,Medium Cap Stock,200000,Saint Petersburg,FL,18.58398406,1.886895245,2619056.573705179,-47.8968244,9.68284585,2.8386469439999997,3822748.6166007905,22.30965709,11.84305556,2.392634571,4030694.4444444445,30.749325399999996,4.9066310060000005,1340201.5873015872,-5.81708905,28.96060976,5.84233049,1623856.0975609757
LEN,Lennar Corporation,Consumer Cyclical,Large Cap Stock,10106,Miami,FL,33.43836653,9.873149656,3857863.74501992,-62.58410288,12.51126482,3.7823647780000003,8001180.632411067,11.22896839,13.91615079,2.3677288919999997,6638399.603174604,51.63349206,4.92789326,3366707.9365079366,1.08040223,52.19134146,12.38357502,3974126.8292682925
PBCT,"People&#39;s United Financial, Inc.",Financial Services,Medium Cap Stock,6110,Bridgeport,CT,11.02011952,1.0068503290000002,2930868.525896414,-7.697750813,10.17181818,0.595921201,4639418.972332016,-2.669536549,9.900277778,0.460396852,4620238.492063492,15.61333333,0.796672862,3568297.619047619,-19.10135177,12.63097561,1.948729634,4894300.0
GRA,W.R. Grace & Co.,Basic Materials,Medium Cap Stock,4000,Columbia,MD,23.23816733,3.059244062,853051.7928286853,-22.06140132,18.11150198,7.305700162999999,975196.0474308301,22.61260362,22.20698413,4.393481639,615943.6507936508,70.05595238,4.380718742,468049.6031746032,-32.3166442,47.41621951,10.06553987,715824.3902439025
AJG,Arthur J. Gallagher & Co.,Financial Services,Large Cap Stock,34000,Rolling Meadows,IL,17.5738247,0.614287647,618401.9920318725,-8.322376625,16.11126482,0.778055664,763660.4743083004,3.755906649,16.71638889,1.094360433,568260.7142857143,83.99456349,6.587509384,943513.0952380953,6.055934822999999,89.08121951,11.35236848,1336781.7073170731
MKL,Markel Corporation,Financial Services,Large Cap Stock,18600,Glen Allen,VA,482.93816730000003,15.38681409,23317.928286852588,-20.4854467,384.0061265,56.6706934,36255.33596837945,-11.95279363,338.1066667,23.64201539,25513.492063492064,1085.611944,61.35701064,40831.34920634921,-7.1246199279999995,1008.26622,187.8392853,64997.560975609755
TOL,Toll Brothers Inc.,Consumer Cyclical,Medium Cap Stock,5100,Horsham,PA,25.6850996,4.246836127,4129743.027888446,-20.58990784,20.39656126,2.326809851,4941726.0869565215,-6.841595187,19.00111111,1.612590266,3759360.3174603176,37.07928571,1.93089009,1740415.0793650793,-20.18915113,29.59329268,10.43571929,3263362.1951219514
ANF,Abercrombie & Fitch Company,Consumer Cyclical,Small Cap Stock,8000,New Albany,OH,53.15601594,3.018074098,1984945.0199203186,-26.8287135,38.89494071,14.71050514,3204203.162055336,-33.19804867,25.98257937,4.398151469,3902843.6507936507,18.82230159,4.028621439,2635968.253968254,-37.82284979,11.70317073,2.640068217,2889779.2682926827
SNPS,"Synopsys, Inc.",Technology,Large Cap Stock,13896,Mountain View,CA,26.5140239,1.15024734,1200835.059760956,-17.86045716,21.77849802,2.9696719860000003,1480967.1936758894,0.132074678,21.807261899999997,1.157116231,1390875.7936507936,123.2364683,16.09716119,1081099.2063492064,18.49992459,146.035122,16.38458552,1368719.512195122
AN,"AutoNation, Inc.",Consumer Cyclical,Medium Cap Stock,25000,Fort Lauderdale,FL,20.37203187,1.9692421519999999,1716227.091633466,-40.59844191,12.10130435,3.279679905,3416105.928853755,56.39793804,18.92619048,1.08018949,2664901.984126984,43.54615079,6.118780887000001,723543.6507936508,-15.54208567,36.77817073,6.975922989,1060475.6097560977
HRB,"H&R Block, Inc.",Consumer Cyclical,Medium Cap Stock,3100,Kansas City,MO,13.84494024,0.953957387,2774876.09561753,-0.659760169,13.75359684,1.68955877,2826911.85770751,-8.49926019,12.58464286,1.345089739,3694737.698412698,24.50738095,1.597163661,3090200.0,-29.6060752,17.25170732,3.327703692,3477326.8292682925
MSCI,MSCI Inc,Financial Services,Large Cap Stock,3459,New York,NY,25.01818182,0.828164454,1447781.8181818181,1.585724216,25.41490119,6.554756156,547278.6561264822,12.52881564,28.5990873,2.929130713,945975.3968253968,216.86623019999996,29.66537298,546612.6984126985,40.2451032,304.1442683,28.62323657,776641.4634146341
FNF,"Fidelity National Financial, Inc.",Financial Services,Medium Cap Stock,25000,Jacksonville,FL,6.43749004,1.010194276,2987226.294820717,-24.03073552,4.890513834,0.897458124,4938593.280632411,10.97366706,5.42718254,0.33088978,4069050.793650794,39.67281746,4.628677928,1219848.0158730159,-19.4272304,31.965487800000002,8.342726727999999,3555973.1707317075
MDU,Mdu Res Group Inc,Basic Materials,Medium Cap Stock,13359,Bismarck,ND,18.67992032,1.14444152,604364.1434262948,-0.260469508,18.63126482,3.442201443,1183606.7193675889,-18.86973116,15.11559524,1.2190823579999999,794048.4126984127,25.83904762,1.6282694009999998,1032353.1746031746,-7.053604418,24.01646341,4.365836328,1649104.8780487804
REG,Regency Centers Corporation,Real Estate,Medium Cap Stock,450,Jacksonville,FL,44.73804781,3.72577613,467800.0,-22.56752283,34.64177866,6.785936232999999,1128895.652173913,-30.97895092,23.91011905,2.076984,1445973.8095238095,63.05194444,2.615951639,875109.5238095238,-26.36230269,46.43,10.44574921,1703126.8292682928
ARW,"Arrow Electronics, Inc.",Technology,Medium Cap Stock,19300,Centennial,CO,38.53936255,3.14607673,993534.6613545817,-27.45664384,27.95774704,6.842402987000001,1150509.0909090908,-1.647359121,27.49718254,2.297057272,1064077.7777777778,75.15361111,5.88162349,583341.2698412698,-16.68511278,62.61414634,10.01917679,759758.5365853659
SM,SM Energy Company,Energy,Small Cap Stock,530,Denver,CO,35.12450478,2.3478821069999998,570734.6613545817,2.75420355,36.09190514,11.30870835,1068397.233201581,-8.754635285,32.93219048,6.048112338999999,954019.4444444445,12.64528016,3.770070061,3317159.523809524,-69.23880708,3.8898390239999996,2.783805025,8499551.219512194
